function,thinking_time,level,died_count,win_count,scores_mean,scores_std,num_moves_mean,num_moves_std,times_mean,times_std
max_visits_75_reward_25,2,8,9,1,-0.7,0.6,15.5,6.591661399,32.35420415,13.75205018
max_reward_optimistic,2,8,0,10,1.1,0,21.8,1.6,45.47284806,3.293400939
max_reward_pessimistic,2,8,10,0,-0.9,0,6.3,0.640312424,13.20725615,1.334472646
max_reward_median,2,8,10,0,-0.9,0,10,3.605551275,20.84113283,7.494311745
max_reward,0.1,9,0,10,1.1,0,19.6,2.939387691,3.55354712,0.528956438
max_visits,0.1,9,6,4,-0.12,0.996794864,18.9,4.7,3.428336382,0.82895918
max_visits_50_reward_50,0.1,9,3,7,0.49,0.932148057,19,4.837354649,3.458676982,0.867945562
max_visits_25_reward_75,0.1,9,0,10,1.1,0,19.6,1.743559577,3.562836099,0.31600585
max_visits_75_reward_25,0.1,9,4,6,0.28,1.004788535,22.2,6.705221846,4.004369736,1.193618398
max_reward_optimistic,0.1,9,0,10,1.1,0,19,1.341640786,3.448467183,0.23136024
max_reward_pessimistic,0.1,9,10,0,-0.9,0,9.6,2.332380758,1.780513644,0.42090844
max_reward_median,0.1,9,10,0,-0.9,0,12,3.065941943,2.204215026,0.545627944
max_reward,0.5,9,0,10,1.1,0,17.2,1.833030278,9.954497075,1.04760463
max_visits,0.5,9,7,3,-0.31,0.923525852,19,5.234500931,10.99119349,3.011460003
max_visits_50_reward_50,0.5,9,0,10,1.1,0,21.8,2.749545417,12.61468303,1.607859537
max_visits_25_reward_75,0.5,9,0,10,1.1,0,16.6,0.916515139,9.611703944,0.524415204
max_visits_75_reward_25,0.5,9,5,5,0.1,1,18.7,7.772387021,10.83047094,4.47114325
max_reward_optimistic,0.5,9,0,10,1.1,0,18.8,2.856571371,10.87864633,1.624669208
max_reward_pessimistic,0.5,9,10,0,-0.9,0,7.6,1.2,4.466513181,0.681161668
max_reward_median,0.5,9,10,0,-0.9,0,8.6,2.537715508,5.053014207,1.465508693
max_reward,1,9,0,10,1.1,0,17,1.341640786,18.35151112,1.421569681
max_visits,1,9,7,3,-0.31,0.923525852,14.3,7.29451849,15.4702477,7.822596197
max_visits_50_reward_50,1,9,3,7,0.5,0.916515139,18.7,5.728001397,20.17916324,6.146945771
max_visits_25_reward_75,1,9,0,10,1.1,0,16.8,1.326649916,18.13822694,1.441474455
max_visits_75_reward_25,1,9,5,5,0.1,1,17.9,7.82879301,19.30871186,8.412501161
max_reward_optimistic,1,9,0,10,1.1,0,17.2,1.326649916,18.56454854,1.442389879
max_reward_pessimistic,1,9,10,0,-0.9,0,6.8,1.326649916,7.39342525,1.414674416
max_reward_median,1,9,10,0,-0.9,0,9.7,4.517742799,10.51724677,4.855157934
max_reward,2,9,0,10,1.1,0,16.8,1.326649916,34.97825143,2.77366093
max_visits,2,9,6,4,-0.1,0.979795897,19.5,4.566180023,40.59914749,9.466604121
max_visits_50_reward_50,2,9,2,8,0.7,0.8,17.5,4.674398357,36.49830306,9.686872094
max_visits_25_reward_75,2,9,0,10,1.1,0,16.6,1.280624847,34.57337291,2.635130984
max_visits_75_reward_25,2,9,5,5,0.1,1,20.1,6.97782201,41.86312046,14.4518926
max_reward_optimistic,2,9,0,10,1.1,0,17,1,35.44711578,2.109649811
max_reward_pessimistic,2,9,10,0,-0.9,0,7.6,1.959591794,15.90170538,4.117673724
max_reward_median,2,9,10,0,-0.9,0,9,2.863564213,18.78553538,5.923131236
max_reward,0.1,10,8,2,-0.5,0.8,23.1,7.502666193,4.199461293,1.346815997
max_visits,0.1,10,10,0,-0.9,0,16.9,4.392038251,3.077382231,0.784295761
max_visits_50_reward_50,0.1,10,10,0,-0.9,0,17.2,4.578209257,3.129167986,0.802079448
max_visits_25_reward_75,0.1,10,6,4,-0.1,0.979795897,27.8,9.282241109,4.99527595,1.631452792
max_visits_75_reward_25,0.1,10,10,0,-0.9,0,14.3,3.377869151,2.60700016,0.61208941
max_reward_optimistic,0.1,10,9,1,-0.7,0.6,14.2,5.249761899,2.568042755,0.918709358
max_reward_pessimistic,0.1,10,10,0,-0.9,0,17,3.898717738,3.07797544,0.676728583
max_reward_median,0.1,10,10,0,-0.9,0,11,4.219004622,2.01867516,0.752329913
max_reward,0.5,10,10,0,-0.9,0,14.5,1.360147051,8.41494689,0.778732251
max_visits,0.5,10,10,0,-0.9,0,12.8,2.891366459,7.453641939,1.681207854
max_visits_50_reward_50,0.5,10,10,0,-0.9,0,13.1,4.614108798,7.629047012,2.659018218
max_visits_25_reward_75,0.5,10,10,0,-0.9,0,14.3,2.002498439,8.330136657,1.165859576
max_visits_75_reward_25,0.5,10,10,0,-0.9,0,10.4,1.743559577,6.082192659,0.999651597
max_reward_optimistic,0.5,10,5,5,0.1,1,24.3,8.075270893,14.13646469,4.669316837
max_reward_pessimistic,0.5,10,10,0,-0.9,0,6.8,1.326649916,4.006494331,0.755363141
max_reward_median,0.5,10,10,0,-0.9,0,9.5,3.556683849,5.568059778,2.066227011
max_reward,1,10,10,0,-0.9,0,11.6,2.332380758,12.59393559,2.527568403
max_visits,1,10,10,0,-0.9,0,13.3,3.579106034,14.4035691,3.843000206
max_visits_50_reward_50,1,10,10,0,-0.9,0,12.1,3.910242959,13.13297153,4.224319423
max_visits_25_reward_75,1,10,10,0,-0.9,0,12,2,13.01599114,2.170409579
max_visits_75_reward_25,1,10,10,0,-0.9,0,15.1,6.284106937,16.38088059,6.787379036
max_reward_optimistic,1,10,7,3,-0.3,0.916515139,19,6.678323143,20.54661968,7.197150205
max_reward_pessimistic,1,10,10,0,-0.9,0,6.2,0.6,6.764243793,0.630297951
max_reward_median,1,10,10,0,-0.9,0,7.8,1.4,8.485720587,1.522503263
max_reward,2,10,10,0,-0.9,0,11.6,1.2,24.19829764,2.480153695
max_visits,2,10,10,0,-0.9,0,11.1,1.972308292,23.16346111,4.110828006
max_visits_50_reward_50,2,10,10,0,-0.9,0,13.8,3.969886648,28.81650589,8.23917821
max_visits_25_reward_75,2,10,10,0,-0.9,0,10.6,1.280624847,22.16528118,2.663930395
max_visits_75_reward_25,2,10,10,0,-0.9,0,11.6,2.939387691,24.22794969,6.119483377
max_reward_optimistic,2,10,6,4,-0.1,0.979795897,19.6,6.651315659,40.91542244,13.83496887
max_reward_pessimistic,2,10,10,0,-0.9,0,6.4,0.663324958,13.38449392,1.386884277
max_reward_median,2,10,10,0,-0.9,0,8.2,1.886796226,17.11447911,3.942825099
max_reward,0.1,11,3,7,0.5,0.916515139,19.5,9.625487001,3.539742899,1.713912011
max_visits,0.1,11,10,0,-0.9,0,13.6,10.27813213,2.503268385,1.829598818
max_visits_50_reward_50,0.1,11,6,4,-0.1,0.979795897,17.4,8.10185164,3.17806499,1.423605285
max_visits_25_reward_75,0.1,11,0,10,1.1,0,26.4,1.496662955,4.77551465,0.253235697
max_visits_75_reward_25,0.1,11,9,1,-0.7,0.6,7.6,7.592101158,1.422626114,1.361987257
max_reward_optimistic,0.1,11,10,0,-0.9,0,3.7,0.640312424,0.738295865,0.109730687
max_reward_pessimistic,0.1,11,10,0,-0.9,0,15.3,6.634003316,2.811194825,1.19429575
max_reward_median,0.1,11,10,0,-0.9,0,4.2,1.326649916,0.823963761,0.241273298
max_reward,0.5,11,0,10,1.1,0,25,1,14.50997524,0.581183174
max_visits,0.5,11,8,2,-0.5,0.8,10.5,9.820896089,6.12719717,5.659335737
max_visits_50_reward_50,0.5,11,9,1,-0.7,0.6,8.8,7.6,5.147170448,4.380489106
max_visits_25_reward_75,0.5,11,0,10,1.1,0,24.2,0.6,14.05017574,0.353613676
max_visits_75_reward_25,0.5,11,10,0,-0.9,0,12.6,10.18037327,7.340353084,5.862349247
max_reward_optimistic,0.5,11,10,0,-0.9,0,4.6,1.019803903,2.750691009,0.599844357
max_reward_pessimistic,0.5,11,10,0,-0.9,0,17.4,5.444263036,10.18595006,3.161170078
max_reward_median,0.5,11,10,0,-0.9,0,4.2,2.315167381,2.51463201,1.357850575
max_reward,1,11,2,8,0.7,0.8,22.6,3.878143886,24.48330913,4.192158728
max_visits,1,11,9,1,-0.7,0.6,13.1,9.093404203,14.21899457,9.820140067
max_visits_50_reward_50,1,11,8,2,-0.5,0.8,16,8.613942187,17.34040174,9.293990819
max_visits_25_reward_75,1,11,0,10,1.1,0,24.4,0.8,26.40882883,0.864964396
max_visits_75_reward_25,1,11,10,0,-0.9,0,4.6,4.65188134,5.032085919,5.011107849
max_reward_optimistic,1,11,10,0,-0.9,0,4.8,0.979795897,5.255554891,1.058771003
max_reward_pessimistic,1,11,10,0,-0.9,0,9.5,1.118033989,10.32334881,1.202085191
max_reward_median,1,11,10,0,-0.9,0,4.7,2.002498439,5.147477508,2.154653704
max_reward,2,11,2,8,0.7,0.8,22.2,4.686149806,46.21406202,9.714771392
max_visits,2,11,10,0,-0.9,0,6.7,6.79779376,14.01452153,14.12042187
max_visits_50_reward_50,2,11,5,5,0.1,1,19.7,8.173738435,41.04066708,16.9852071
max_visits_25_reward_75,2,11,0,10,1.1,0,24.4,1.2,50.81944315,2.546334845
max_visits_75_reward_25,2,11,10,0,-0.9,0,4,1.483239697,8.393416357,3.089202179
max_reward_optimistic,2,11,10,0,-0.9,0,4.4,0.8,9.216261005,1.660898178
max_reward_pessimistic,2,11,10,0,-0.9,0,7,0,14.63783743,0.034087332
max_reward_median,2,11,10,0,-0.9,0,3.3,0.9,6.928371835,1.86521877
max_reward,0.1,12,1,9,0.9,0.6,34.7,5.404627647,6.283481288,0.980559952
max_visits,0.1,12,10,0,-0.9,0,9.8,6.16116872,1.820548391,1.107875629
max_visits_50_reward_50,0.1,12,8,2,-0.5,0.8,23.4,11.8,4.285471511,2.12717722
max_visits_25_reward_75,0.1,12,0,10,1.1,0,34.2,1.661324773,6.171765423,0.296830128
max_visits_75_reward_25,0.1,12,10,0,-0.9,0,12.1,11.44071676,2.247017407,2.050161721
max_reward_optimistic,0.1,12,10,0,-0.9,0,7.6,0.8,1.439971685,0.144904518
max_reward_pessimistic,0.1,12,10,0,-0.9,0,16,1.095445115,2.940840602,0.186172329
max_reward_median,0.1,12,10,0,-0.9,0,4.3,2.93428015,0.84064467,0.518047927
max_reward,0.5,12,0,10,1.1,0,35.2,2.4,20.44597876,1.385380556
max_visits,0.5,12,10,0,-0.9,0,7,4.91934955,4.10803709,2.831012059
max_visits_50_reward_50,0.5,12,9,1,-0.7,0.6,19.3,10.68690788,11.22955549,6.162504877
max_visits_25_reward_75,0.5,12,0,10,1.1,0,33.4,1.280624847,19.39718413,0.732414963
max_visits_75_reward_25,0.5,12,10,0,-0.9,0,11,6.870225615,6.437690067,3.979960912
max_reward_optimistic,0.5,12,10,0,-0.9,0,8.8,0.748331477,5.16029501,0.423311618
max_reward_pessimistic,0.5,12,10,0,-0.9,0,10.8,3.249615362,6.323857355,1.873887924
max_reward_median,0.5,12,10,0,-0.9,0,5.6,2.690724809,3.306426597,1.557844422
max_reward,1,12,0,10,1.1,0,34.6,1.280624847,37.45962718,1.376093106
max_visits,1,12,10,0,-0.9,0,11.3,6.1,12.24568207,6.573147396
max_visits_50_reward_50,1,12,10,0,-0.9,0,16.7,10.45035885,18.06401863,11.26522738
max_visits_25_reward_75,1,12,0,10,1.1,0,32.8,1.6,35.46384273,1.739674619
max_visits_75_reward_25,1,12,10,0,-0.9,0,9.7,4.9,10.52589688,5.263837578
max_reward_optimistic,1,12,10,0,-0.9,0,9.2,0.748331477,9.997197723,0.805985163
max_reward_pessimistic,1,12,10,0,-0.9,0,7.5,2.418677324,8.168658948,2.605106937
max_reward_median,1,12,10,0,-0.9,0,3.8,2.039607805,4.168536925,2.191467316
max_reward,2,12,0,10,1.1,0,34.2,1.661324773,71.2172462,3.446287014
max_visits,2,12,10,0,-0.9,0,10.3,6.783067153,21.50856366,14.11195136
max_visits_50_reward_50,2,12,9,1,-0.7,0.6,19.4,11.56892389,40.42566476,24.06301737
max_visits_25_reward_75,2,12,0,10,1.1,0,34.2,1.077032961,71.25466065,2.253362819
max_visits_75_reward_25,2,12,10,0,-0.9,0,7.7,6.481512169,16.0796458,13.4846034
max_reward_optimistic,2,12,10,0,-0.9,0,9.3,0.640312424,19.41301613,1.346574604
max_reward_pessimistic,2,12,10,0,-0.9,0,6.3,0.9,13.18377626,1.878582969
max_reward_median,2,12,10,0,-0.9,0,5.4,3.440930107,11.29735284,7.151257902
max_reward,0.1,13,0,10,1.1,0,13,0,2.367112136,0.027203555
max_visits,0.1,13,10,0,-0.9,0,1.4,0.663324958,0.319403863,0.118601263
max_visits_50_reward_50,0.1,13,6,4,-0.1,0.979795897,7.3,5.568662317,1.374730253,0.989174189
max_visits_25_reward_75,0.1,13,0,10,1.1,0,13,0,2.389460611,0.028556979
max_visits_75_reward_25,0.1,13,9,1,-0.7,0.6,3.3,3.348133809,0.650210166,0.581565544
max_reward_optimistic,0.1,13,6,4,-0.1,0.979795897,8.8,3.42928564,1.641010141,0.597366392
max_reward_pessimistic,0.1,13,10,0,-0.9,0,1.8,0.979795897,0.387913179,0.179477306
max_reward_median,0.1,13,10,0,-0.9,0,1.5,0.670820393,0.346137762,0.125603635
max_reward,0.5,13,0,10,1.1,0,13,0,7.589155269,0.027757374
max_visits,0.5,13,10,0,-0.9,0,1.6,0.663324958,1.004672313,0.389746709
max_visits_50_reward_50,0.5,13,8,2,-0.5,0.8,6.6,4.943682838,3.882164526,2.857840463
max_visits_25_reward_75,0.5,13,0,10,1.1,0,13,0,7.583271503,0.027128739
max_visits_75_reward_25,0.5,13,9,1,-0.7,0.6,2.6,3.498571137,1.582706594,2.01440368
max_reward_optimistic,0.5,13,0,10,1.1,0,13,0,7.578616619,0.022708389
max_reward_pessimistic,0.5,13,10,0,-0.9,0,1.3,0.640312424,0.824939609,0.379715033
max_reward_median,0.5,13,10,0,-0.9,0,2.2,1.4,1.337413239,0.797186819
max_reward,1,13,0,10,1.1,0,13,0,14.07895887,0.017877082
max_visits,1,13,10,0,-0.9,0,1.8,0.979795897,2.01482091,1.050032942
max_visits_50_reward_50,1,13,6,4,-0.1,0.979795897,6.3,5.586591089,6.871580648,6.041586403
max_visits_25_reward_75,1,13,0,10,1.1,0,13,0,14.09241138,0.027183231
max_visits_75_reward_25,1,13,10,0,-0.9,0,1.5,0.5,1.694181037,0.530586372
max_reward_optimistic,1,13,0,10,1.1,0,13,0,14.10114143,0.028314549
max_reward_pessimistic,1,13,10,0,-0.9,0,1.1,0.3,1.26504705,0.321173362
max_reward_median,1,13,10,0,-0.9,0,2.3,1.791647287,2.553568149,1.931223204
max_reward,2,13,0,10,1.1,0,13,0,27.11304157,0.026806341
max_visits,2,13,10,0,-0.9,0,1.5,0.670820393,3.186911321,1.391131133
max_visits_50_reward_50,2,13,10,0,-0.9,0,3.3,3.06757233,6.940578604,6.380053008
max_visits_25_reward_75,2,13,0,10,1.1,0,13,0,27.10843613,0.043109146
max_visits_75_reward_25,2,13,9,1,-0.7,0.6,3.1,3.47706773,6.53027997,7.243813014
max_reward_optimistic,2,13,0,10,1.1,0,13,0,27.13843987,0.025449265
max_reward_pessimistic,2,13,10,0,-0.9,0,1,0,2.158479095,0.014821904
max_reward_median,2,13,10,0,-0.9,0,1.4,1.2,2.989617634,2.487321059
max_reward,0.1,14,4,6,0.3,0.979795897,17.9,1.135781669,3.295332384,0.187833133
max_visits,0.1,14,10,0,-0.9,0,1.7,1.004987562,0.386302543,0.192666569
max_visits_50_reward_50,0.1,14,8,2,-0.5,0.8,10,6.32455532,1.851610088,1.114351709
max_visits_25_reward_75,0.1,14,1,9,0.9,0.6,18.9,0.7,3.445437336,0.132884195
max_visits_75_reward_25,0.1,14,10,0,-0.9,0,2.6,3.261901286,0.54633255,0.588805788
max_reward_optimistic,0.1,14,9,1,-0.7,0.6,7.1,3.3,1.340106344,0.605799578
max_reward_pessimistic,0.1,14,10,0,-0.9,0,5.3,5.292447449,1.022699237,0.94773116
max_reward_median,0.1,14,10,0,-0.9,0,2.8,2.181742423,0.57785542,0.393613765
max_reward,0.5,14,0,10,1.1,0,18,1,10.5055177,0.579530395
max_visits,0.5,14,10,0,-0.9,0,2.7,3.163858404,1.64321456,1.84670412
max_visits_50_reward_50,0.5,14,10,0,-0.9,0,3.4,3.168595904,2.049423671,1.820783495
max_visits_25_reward_75,0.5,14,0,10,1.1,0,17.8,0.979795897,10.37274182,0.557130999
max_visits_75_reward_25,0.5,14,10,0,-0.9,0,2,1.264911064,1.23897388,0.729944555
max_reward_optimistic,0.5,14,3,7,0.5,0.916515139,14.3,5.496362433,8.375542569,3.183010499
max_reward_pessimistic,0.5,14,10,0,-0.9,0,1.1,0.3,0.714835119,0.168668027
max_reward_median,0.5,14,10,0,-0.9,0,2.6,1.428285686,1.582416701,0.830434369
max_reward,1,14,0,10,1.1,0,18,1,19.50825911,1.07014016
max_visits,1,14,10,0,-0.9,0,2.2,1.166190379,2.454523182,1.245635649
max_visits_50_reward_50,1,14,10,0,-0.9,0,2.9,1.220655562,3.21063354,1.309832892
max_visits_25_reward_75,1,14,0,10,1.1,0,17.6,0.916515139,19.06482351,1.000921607
max_visits_75_reward_25,1,14,10,0,-0.9,0,1.2,0.4,1.369932985,0.435131925
max_reward_optimistic,1,14,2,8,0.7,0.8,15.2,4.664761516,16.47516656,5.049710737
max_reward_pessimistic,1,14,10,0,-0.9,0,1,0,1.155375886,0.010045756
max_reward_median,1,14,10,0,-0.9,0,1.6,0.489897949,1.811538029,0.530859373
max_reward,2,14,0,10,1.1,0,18.4,0.916515139,38.34941752,1.905334422
max_visits,2,14,10,0,-0.9,0,1.8,0.748331477,3.825989056,1.563972297
max_visits_50_reward_50,2,14,9,1,-0.7,0.6,6,5.796550698,12.55807347,12.06067126
max_visits_25_reward_75,2,14,0,10,1.1,0,18.6,0.8,38.83032093,1.670630232
max_visits_75_reward_25,2,14,10,0,-0.9,0,4.4,4.2,9.246121264,8.748528606
max_reward_optimistic,2,14,1,9,0.9,0.6,16.5,3.612478374,34.43006561,7.523834353
max_reward_pessimistic,2,14,10,0,-0.9,0,1,0,2.159591436,0.016464128
max_reward_median,2,14,10,0,-0.9,0,1.7,0.781024968,3.612227082,1.618505982
max_reward,0.1,15,4,6,0.3,0.979795897,21.9,3.88458492,3.995000744,0.683334769
max_visits,0.1,15,10,0,-0.9,0,1.6,0.663324958,0.364308381,0.112205692
max_visits_50_reward_50,0.1,15,10,0,-0.91,0.03,7.7,9.176600678,1.451380205,1.640169507
max_visits_25_reward_75,0.1,15,5,5,0.1,1,22.7,3.634556369,4.110672331,0.654314685
max_visits_75_reward_25,0.1,15,10,0,-0.9,0,1.6,1.019803903,0.364656997,0.172554854
max_reward_optimistic,0.1,15,10,0,-0.9,0,4.4,2.059126028,0.85662272,0.365955567
max_reward_pessimistic,0.1,15,10,0,-0.9,0,2.6,1.113552873,0.53298018,0.194826914
max_reward_median,0.1,15,10,0,-0.9,0,1.7,0.458257569,0.379431844,0.083081509
max_reward,0.5,15,3,7,0.5,0.916515139,22.7,3.551056181,13.19834619,2.062820856
max_visits,0.5,15,10,0,-0.9,0,1.6,0.8,1.007468653,0.46529839
max_visits_50_reward_50,0.5,15,10,0,-0.9,0,6.3,7.810889834,3.708612394,4.506535635
max_visits_25_reward_75,0.5,15,3,7,0.5,0.916515139,21.9,3.7,12.7663974,2.122647669
max_visits_75_reward_25,0.5,15,10,0,-0.9,0,2.2,1.53622915,1.348566079,0.898766384
max_reward_optimistic,0.5,15,10,0,-0.9,0,6,0,3.55191474,0.018512817
max_reward_pessimistic,0.5,15,10,0,-0.9,0,1,0,0.655225921,0.020786447
max_reward_median,0.5,15,10,0,-0.9,0,1.2,0.4,0.7740448,0.221023812
max_reward,1,15,0,10,1.1,0,24.2,0.6,26.19230154,0.660163041
max_visits,1,15,10,0,-0.9,0,1.7,0.9,1.91642077,0.962807702
max_visits_50_reward_50,1,15,10,0,-0.9,0,3.7,3.950949253,4.065697312,4.262665569
max_visits_25_reward_75,1,15,0,10,1.1,0,24.4,0.8,26.41646602,0.874132981
max_visits_75_reward_25,1,15,10,0,-0.9,0,1.7,1.004987562,1.911734796,1.0872571
max_reward_optimistic,1,15,9,1,-0.7,0.6,7.8,5.4,8.494175911,5.821183037
max_reward_pessimistic,1,15,10,0,-0.9,0,1,0,1.162741327,0.02551673
max_reward_median,1,15,10,0,-0.9,0,2.2,1.53622915,2.448382831,1.665486348
max_reward,2,15,0,10,1.1,0,24,0,50.02546625,0.022511113
max_visits,2,15,10,0,-0.9,0,3.6,3.072458299,7.564526534,6.402741067
max_visits_50_reward_50,2,15,10,0,-0.9,0,5.8,7.138627319,12.13575034,14.82766475
max_visits_25_reward_75,2,15,0,10,1.1,0,24,0,50.00339806,0.029188614
max_visits_75_reward_25,2,15,10,0,-0.9,0,2.2,1.166190379,4.657216382,2.43229524
max_reward_optimistic,2,15,8,2,-0.5,0.8,9.6,7.2,20.0460284,14.95779256
max_reward_pessimistic,2,15,10,0,-0.9,0,1,0,2.152875662,0.013592989
max_reward_median,2,15,10,0,-0.9,0,2.2,1.469693846,4.649380493,3.051775676
max_reward,0.1,16,10,0,-0.9,0,7.7,1.676305461,1.441628814,0.30295396
max_visits,0.1,16,10,0,-0.9,0,1.4,0.663324958,0.317585421,0.114071365
max_visits_50_reward_50,0.1,16,10,0,-0.9,0,4.8,4.975942122,0.925059319,0.858316433
max_visits_25_reward_75,0.1,16,10,0,-0.9,0,8.6,2.244994432,1.58808651,0.39547738
max_visits_75_reward_25,0.1,16,10,0,-0.9,0,3,1.897366596,0.614390779,0.332357552
max_reward_optimistic,0.1,16,10,0,-0.9,0,11,2,2.024210048,0.360566504
max_reward_pessimistic,0.1,16,10,0,-0.9,0,1.8,0.748331477,0.39796946,0.143486183
max_reward_median,0.1,16,10,0,-0.9,0,1.8,0.871779789,0.394015837,0.160688254
max_reward,0.5,16,10,0,-0.9,0,5.5,0.5,3.255602336,0.298399513
max_visits,0.5,16,10,0,-0.9,0,2,1.414213562,1.231688309,0.808817711
max_visits_50_reward_50,0.5,16,10,0,-0.9,0,4,1.673320053,2.387548757,0.967688074
max_visits_25_reward_75,0.5,16,10,0,-0.9,0,5.7,0.458257569,3.368735862,0.268209982
max_visits_75_reward_25,0.5,16,10,0,-0.9,0,1.8,1.166190379,1.110842752,0.673898748
max_reward_optimistic,0.5,16,10,0,-0.9,0,9,0,5.284620357,0.017021715
max_reward_pessimistic,0.5,16,10,0,-0.9,0,1,0,0.654201055,0.018104884
max_reward_median,0.5,16,10,0,-0.9,0,2,0.894427191,1.236137319,0.52754182
max_reward,1,16,10,0,-0.9,0,5,0.447213595,5.484399486,0.4774243
max_visits,1,16,10,0,-0.9,0,2.4,1.428285686,2.664517498,1.534730588
max_visits_50_reward_50,1,16,10,0,-0.9,0,3.1,1.577973384,3.424950743,1.705943208
max_visits_25_reward_75,1,16,10,0,-0.9,0,5,0.447213595,5.472713137,0.472584599
max_visits_75_reward_25,1,16,10,0,-0.9,0,2.1,0.943398113,2.342811108,1.011805521
max_reward_optimistic,1,16,10,0,-0.9,0,9,0,9.805189514,0.013700359
max_reward_pessimistic,1,16,10,0,-0.9,0,1,0,1.15661943,0.017790655
max_reward_median,1,16,10,0,-0.9,0,2.6,1.2,2.879817009,1.281850614
max_reward,2,16,10,0,-0.9,0,4,0,8.401331258,0.016077687
max_visits,2,16,10,0,-0.9,0,1.7,0.9,3.615544462,1.871295582
max_visits_50_reward_50,2,16,10,0,-0.9,0,2.3,1.486606875,4.865881324,3.10151085
max_visits_25_reward_75,2,16,10,0,-0.9,0,4.2,0.6,8.817077804,1.268312636
max_visits_75_reward_25,2,16,10,0,-0.9,0,1.6,0.8,3.402014923,1.664200516
max_reward_optimistic,2,16,10,0,-0.9,0,9,0,18.80167587,0.030653108
max_reward_pessimistic,2,16,10,0,-0.9,0,1,0,2.154407334,0.017377976
max_reward_median,2,16,10,0,-0.9,0,2.7,1.417744688,5.691807294,2.953928165
max_reward,0.1,17,10,0,-0.9,0,9.8,2.181742423,1.796709156,0.389692155
max_visits,0.1,17,10,0,-0.9,0,2,0.774596669,0.433947897,0.143388546
max_visits_50_reward_50,0.1,17,10,0,-0.9,0,2.5,1.431782106,0.511784673,0.255166234
max_visits_25_reward_75,0.1,17,9,1,-0.7,0.6,10.1,3.238826948,1.85738194,0.564640614
max_visits_75_reward_25,0.1,17,10,0,-0.9,0,1.6,0.663324958,0.362773037,0.112968763
max_reward_optimistic,0.1,17,7,3,-0.3,0.916515139,13.4,3.666060556,2.439280939,0.641411641
max_reward_pessimistic,0.1,17,10,0,-0.9,0,1.7,0.640312424,0.372551799,0.122027947
max_reward_median,0.1,17,10,0,-0.9,0,1.7,1.004987562,0.381771135,0.174068844
max_reward,0.5,17,10,0,-0.9,0,6.5,1.360147051,3.823154664,0.785352461
max_visits,0.5,17,10,0,-0.9,0,2.6,1.2,1.5832021,0.703779597
max_visits_50_reward_50,0.5,17,10,0,-0.9,0,3.5,1.802775638,2.097853041,1.046659951
max_visits_25_reward_75,0.5,17,10,0,-0.9,0,5.6,0.489897949,3.306122637,0.284219885
max_visits_75_reward_25,0.5,17,10,0,-0.9,0,2.2,1.469693846,1.344227457,0.853059112
max_reward_optimistic,0.5,17,0,10,1.1,0,17.2,0.6,10.0082581,0.335183531
max_reward_pessimistic,0.5,17,10,0,-0.9,0,1.1,0.3,0.7126472,0.169743552
max_reward_median,0.5,17,10,0,-0.9,0,1.4,0.916515139,0.883221459,0.525343593
max_reward,1,17,10,0,-0.9,0,5.3,0.640312424,5.792193961,0.684494753
max_visits,1,17,10,0,-0.9,0,2.2,1.53622915,2.453377533,1.659023167
max_visits_50_reward_50,1,17,10,0,-0.9,0,3.4,2.764054992,3.739682102,2.983039784
max_visits_25_reward_75,1,17,10,0,-0.9,0,4.9,1.135781669,5.357548666,1.231053992
max_visits_75_reward_25,1,17,10,0,-0.9,0,2.1,1.374772708,2.34397831,1.484459817
max_reward_optimistic,1,17,0,10,1.1,0,17.4,0.8,18.8510263,0.874143826
max_reward_pessimistic,1,17,10,0,-0.9,0,1,0,1.155214405,0.015406931
max_reward_median,1,17,10,0,-0.9,0,2.5,1.284523258,2.767745709,1.382628498
max_reward,2,17,10,0,-0.9,0,4.5,0.806225775,9.42298553,1.675340648
max_visits,2,17,10,0,-0.9,0,1.9,1.220655562,4.025332808,2.534512496
max_visits_50_reward_50,2,17,10,0,-0.9,0,3.5,1.204159458,7.357529163,2.508903745
max_visits_25_reward_75,2,17,10,0,-0.9,0,4.6,0.8,9.635928416,1.673322471
max_visits_75_reward_25,2,17,10,0,-0.9,0,2.6,1.113552873,5.480385804,2.314595414
max_reward_optimistic,2,17,0,10,1.1,0,17,0,35.43775933,0.042684321
max_reward_pessimistic,2,17,10,0,-0.9,0,1,0,2.158358598,0.017563647
max_reward_median,2,17,10,0,-0.9,0,2.5,1.118033989,5.266754365,2.314122332
max_reward,0.1,18,5,5,0.1,1,12.4,5.607138308,2.259684491,0.949609898
max_visits,0.1,18,10,0,-0.9,0,2.6,2.154065923,0.52987721,0.374737408
max_visits_50_reward_50,0.1,18,7,3,-0.3,0.916515139,8.9,7.408778577,1.632653356,1.292756019
max_visits_25_reward_75,0.1,18,2,8,0.7,0.8,16,4.538722287,2.885464549,0.7963629
max_visits_75_reward_25,0.1,18,10,0,-0.9,0,6.6,7.172168431,1.219712186,1.232694373
max_reward_optimistic,0.1,18,4,6,0.3,0.979795897,13.7,7.071774883,2.479145408,1.23744959
max_reward_pessimistic,0.1,18,10,0,-0.9,0,6.7,2.722131518,1.240565085,0.472438792
max_reward_median,0.1,18,10,0,-0.9,0,3.6,2.2,0.710460782,0.387712127
max_reward,0.5,18,1,9,0.9,0.6,16.7,3.9,9.670104861,2.231594023
