function,thinking_time,level,died_count,win_count,scores_mean,scores_std,num_moves_mean,num_moves_std,times_mean,times_std
max_reward_pessimistic,1,7,10,0,-0.9,0.0,3.7,0.9,4.063424444198608,0.9748318998795522
max_reward_median,1,7,10,0,-0.9,0.0,4.9,1.3,5.344983100891113,1.401311880731808
max_reward,2,7,2,8,0.7,0.8000000000000002,9.6,3.352610922848042,20.00535731315613,6.946287526773252
max_visits,2,7,8,2,-0.5,0.8000000000000002,5.7,2.7586228448267445,11.904552841186524,5.724169223787157
max_visits_50_reward_50,2,7,1,9,0.9,0.6000000000000001,10.2,2.4,21.26016879081726,4.991507160796681
max_visits_25_reward_75,2,7,2,8,0.7,0.8000000000000002,9.6,2.8354893757515653,20.043904113769532,5.891519290106933
max_visits_75_reward_25,2,7,1,9,0.9,0.6000000000000001,10.6,2.8000000000000003,22.096181654930113,5.822757294351096
max_reward_optimistic,2,7,0,10,1.1,0.0,11.0,0.0,22.95500590801239,0.04968096757301794
max_reward_pessimistic,2,7,10,0,-0.9,0.0,3.2,0.6,6.733377265930176,1.2497117972063922
max_reward_median,2,7,10,0,-0.9,0.0,5.6,1.2806248474865698,11.70489706993103,2.6559930602100588
max_reward,0.1,8,0,10,1.1,0.0,28.6,3.2,5.185482835769653,0.5756603168474781
max_visits,0.1,8,8,2,-0.5000000000000001,0.8,15.2,7.138627319029899,2.782343125343323,1.2808892647315961
max_visits_50_reward_50,0.1,8,2,8,0.7,0.8000000000000002,24.6,6.740919818541086,4.490319418907165,1.2134664302540672
max_visits_25_reward_75,0.1,8,0,10,1.1,0.0,27.2,2.749545416973504,4.889046096801758,0.48753773634169695
max_visits_75_reward_25,0.1,8,0,10,1.1,0.0,27.8,3.249615361854384,5.056366348266602,0.5803602351710784
max_reward_optimistic,0.1,8,0,10,1.1,0.0,29.0,2.0,5.285822200775146,0.37966253420403767
max_reward_pessimistic,0.1,8,10,0,-0.9,0.0,10.1,0.5385164807134505,1.8516492605209351,0.11401450704221301
max_reward_median,0.1,8,10,0,-0.9,0.0,10.4,1.8,1.9200482368469238,0.3375469132221303
max_reward,0.5,8,2,8,0.7,0.8000000000000002,21.6,5.9194594347794975,12.51554253101349,3.429409363739508
max_visits,0.5,8,5,5,0.10000000000000005,1.0,17.9,7.6216796049164905,10.399420595169067,4.395882472117266
max_visits_50_reward_50,0.5,8,2,8,0.7,0.8000000000000002,21.6,6.019966777316964,12.502319192886352,3.452692997096785
max_visits_25_reward_75,0.5,8,3,7,0.5000000000000001,0.9165151389911681,20.9,6.34744042902334,12.134880876541137,3.6367769138794075
max_visits_75_reward_25,0.5,8,4,6,0.30000000000000004,0.9797958971132713,19.8,5.775811631277461,11.526180028915405,3.3391965305875853
max_reward_optimistic,0.5,8,0,10,1.1,0.0,26.0,2.8635642126552705,15.039262938499451,1.6550990719770013
max_reward_pessimistic,0.5,8,10,0,-0.9,0.0,6.7,1.1,3.9338616371154784,0.6289014951326903
max_reward_median,0.5,8,10,0,-0.9,0.0,10.6,5.10294032886923,6.185987710952759,2.9250671214575075
max_reward,1,8,3,7,0.5000000000000001,0.9165151389911681,19.9,5.166236541235795,21.514059495925903,5.568653927592832
max_visits,1,8,8,2,-0.5000000000000001,0.8,13.2,9.19565114605812,14.304479837417603,9.890243877947407
max_visits_50_reward_50,1,8,4,6,0.30000000000000004,0.9797958971132714,19.6,5.219195340279955,21.233306312561034,5.6599167343901495
max_visits_25_reward_75,1,8,1,9,0.9,0.6000000000000001,22.1,4.570557952810575,23.888361167907714,4.911135285236924
max_visits_75_reward_25,1,8,4,6,0.30000000000000004,0.9797958971132713,19.4,5.4626001134990645,20.98278045654297,5.8520685336816625
max_reward_optimistic,1,8,0,10,1.1,0.0,23.0,2.0,24.85284802913666,2.128395527576356
max_reward_pessimistic,1,8,10,0,-0.9,0.0,6.5,1.02469507659596,7.077558994293213,1.0963686208058576
max_reward_median,1,8,10,0,-0.9,0.0,9.1,3.9102429592034307,9.890399527549743,4.228920089188599
max_reward,2,8,1,9,0.9,0.6000000000000001,20.9,3.3600595232822887,43.53312084674835,6.970710563721153
max_visits,2,8,10,0,-0.9,0.0,13.1,5.448853090330111,27.3022700548172,11.360178052351975
max_visits_50_reward_50,2,8,0,10,1.1,0.0,22.6,1.9595917942265424,47.11728813648224,4.100681995760512
max_visits_25_reward_75,2,8,4,6,0.30000000000000004,0.9797958971132714,17.8,5.912698199637793,37.09046552181244,12.321337749344861
max_visits_75_reward_25,2,8,3,7,0.5000000000000001,0.9165151389911681,18.7,6.372597586541928,38.9961199760437,13.219263632557636
max_reward_optimistic,2,8,0,10,1.1,0.0,22.8,1.8867962264113207,47.48530080318451,3.8683397020109336
max_reward_pessimistic,2,8,10,0,-0.9,0.0,6.6,1.2806248474865698,13.82038972377777,2.678583796137241
max_reward_median,2,8,10,0,-0.9,0.0,10.8,3.515679166249389,22.500400185585022,7.287558275435607
max_reward,0.1,9,0,10,1.1,0.0,18.6,1.8,3.367236042022705,0.32345156802105424
max_visits,0.1,9,4,6,0.3000000000000001,0.9797958971132713,16.0,4.1952353926806065,2.9108882904052735,0.7312887568901278
max_visits_50_reward_50,0.1,9,0,10,1.1,0.0,19.4,2.3748684174075834,3.5075608015060427,0.4169772185112672
max_visits_25_reward_75,0.1,9,0,10,1.1,0.0,18.8,2.7129319932501073,3.396297812461853,0.48626931260110523
max_visits_75_reward_25,0.1,9,0,10,1.1,0.0,18.6,2.5377155080899043,3.340052103996277,0.44694878191639836
max_reward_optimistic,0.1,9,0,10,1.1,0.0,19.0,1.61245154965971,3.4103500604629517,0.2779629368414772
max_reward_pessimistic,0.1,9,10,0,-0.9,0.0,8.2,2.2715633383201093,1.5074835538864135,0.39012574805546213
max_reward_median,0.1,9,10,0,-0.9,0.0,10.3,2.3685438564654024,1.896668267250061,0.41857157289361974
max_reward,0.5,9,0,10,1.1,0.0,16.8,1.32664991614216,9.707122635841369,0.7559300887405288
max_visits,0.5,9,4,6,0.3000000000000001,0.9797958971132713,16.0,5.291502622129181,9.306417632102967,3.0518353807534586
max_visits_50_reward_50,0.5,9,0,10,1.1,0.0,16.8,0.9797958971132712,9.700508213043213,0.5741452703722021
max_visits_25_reward_75,0.5,9,0,10,1.1,0.0,17.0,2.04939015319192,9.824975872039795,1.164775949412084
max_visits_75_reward_25,0.5,9,0,10,1.1,0.0,17.4,2.3748684174075834,10.05031132698059,1.3564841542839217
max_reward_optimistic,0.5,9,0,10,1.1,0.0,16.8,2.4,9.710228180885315,1.396982272328846
max_reward_pessimistic,0.5,9,10,0,-0.9,0.0,7.2,0.9797958971132713,4.218001508712769,0.5608047037653954
max_reward_median,0.5,9,10,0,-0.9,0.0,8.5,2.6551836094703507,4.963715052604675,1.536911985840364
max_reward,1,9,0,10,1.1,0.0,16.6,1.2806248474865698,17.91339514255524,1.3762302562666526
max_visits,1,9,2,8,0.7,0.8000000000000002,14.6,4.476605857119878,15.765159487724304,4.787573860962645
max_visits_50_reward_50,1,9,0,10,1.1,0.0,16.2,0.6,17.46037757396698,0.6495909880920501
max_visits_25_reward_75,1,9,0,10,1.1,0.0,16.2,0.6,17.48688862323761,0.6263409041389313
max_visits_75_reward_25,1,9,0,10,1.1,0.0,16.6,1.2806248474865698,17.90857925415039,1.3754082107130583
max_reward_optimistic,1,9,0,10,1.1,0.0,17.0,1.61245154965971,18.345764303207396,1.7322958533561754
max_reward_pessimistic,1,9,10,0,-0.9,0.0,7.0,1.61245154965971,7.59433753490448,1.7528024503147208
max_reward_median,1,9,10,0,-0.9,0.0,8.1,1.3,8.76151900291443,1.3962866196544257
max_reward,2,9,0,10,1.1,0.0,16.6,1.8,34.570004320144655,3.740319078569485
max_visits,2,9,3,7,0.5,0.9165151389911679,14.8,5.878775382679627,30.80796582698822,12.23057542677985
max_visits_50_reward_50,2,9,0,10,1.1,0.0,16.8,1.5999999999999999,34.98686742782593,3.313661648602834
max_visits_25_reward_75,2,9,0,10,1.1,0.0,16.6,1.8,34.57692592144012,3.721010125260185
max_visits_75_reward_25,2,9,0,10,1.1,0.0,16.2,0.6,33.722816061973575,1.2467807403711584
max_reward_optimistic,2,9,0,10,1.1,0.0,17.6,1.4966629547095767,36.61582353115082,3.0804899342445515
max_reward_pessimistic,2,9,10,0,-0.9,0.0,7.0,1.0,14.617692708969116,2.0900764829751783
max_reward_median,2,9,10,0,-0.9,0.0,10.0,3.687817782917155,20.845790791511536,7.65230376507588
max_reward,0.1,10,10,0,-0.9,0.0,25.7,4.670117771534247,4.613169765472412,0.8433247252784962
max_visits,0.1,10,10,0,-0.9,0.0,15.6,5.295280917949491,2.808342456817627,0.9389902428392859
max_visits_50_reward_50,0.1,10,10,0,-0.9,0.0,24.1,4.968903299521938,4.314621996879578,0.8785769283636742
max_visits_25_reward_75,0.1,10,10,0,-0.9,0.0,26.8,1.4000000000000001,4.784477734565735,0.24021009154593437
max_visits_75_reward_25,0.1,10,8,2,-0.5,0.8000000000000002,29.6,5.314132102234569,5.26859495639801,0.9350026028005319
max_reward_optimistic,0.1,10,8,2,-0.5,0.8,28.8,5.6000000000000005,5.124223089218139,0.987457825145034
max_reward_pessimistic,0.1,10,10,0,-0.9,0.0,12.6,1.8,2.2697850942611693,0.3176330867781772
max_reward_median,0.1,10,10,0,-0.9,0.0,10.3,3.606937759374287,1.871860957145691,0.6355752539900286
max_reward,0.5,10,10,0,-0.9,0.0,12.4,1.2,7.181713390350342,0.6919604401003888
max_visits,0.5,10,9,1,-0.7000000000000001,0.6000000000000001,16.2,7.291090453423274,9.379753851890564,4.197873772705093
max_visits_50_reward_50,0.5,10,10,0,-0.9,0.0,13.5,1.5,7.858880996704102,0.8443118625061796
max_visits_25_reward_75,0.5,10,10,0,-0.9,0.0,12.4,1.2,7.191784071922302,0.7057385156300596
max_visits_75_reward_25,0.5,10,10,0,-0.9,0.0,12.9,1.3,7.488210296630859,0.7413000931893683
max_reward_optimistic,0.5,10,1,9,0.9,0.6000000000000001,34.6,2.973213749463701,20.021849155426025,1.6993443053339865
max_reward_pessimistic,0.5,10,10,0,-0.9,0.0,6.0,0.0,3.504229950904846,0.021088276320487907
max_reward_median,0.5,10,10,0,-0.9,0.0,9.2,3.2802438933713454,5.370486783981323,1.9054350832114126
max_reward,1,10,10,0,-0.9,0.0,11.8,1.8867962264113207,12.750252842903137,2.0275912538496477
max_visits,1,10,10,0,-0.9,0.0,10.4,5.553377350765928,11.242247772216796,5.984954755906952
max_visits_50_reward_50,1,10,10,0,-0.9,0.0,11.6,1.7435595774162693,12.556834626197816,1.8915802933310812
max_visits_25_reward_75,1,10,10,0,-0.9,0.0,11.0,1.0,11.90536081790924,1.0603053802946676
max_visits_75_reward_25,1,10,10,0,-0.9,0.0,11.4,1.2806248474865698,12.334290647506714,1.3745023931951872
max_reward_optimistic,1,10,3,7,0.5000000000000001,0.9165151389911681,29.8,8.506468127254694,32.17253081798553,9.153215051604274
max_reward_pessimistic,1,10,10,0,-0.9,0.0,6.0,0.0,6.5364288806915285,0.036740695332067246
max_reward_median,1,10,10,0,-0.9,0.0,8.1,3.6455452267116364,8.77391607761383,3.9406991089381394
max_reward,2,10,10,0,-0.9,0.0,8.0,0.0,16.71048390865326,0.03920277142672452
max_visits,2,10,10,0,-0.9,0.0,9.1,2.1656407827707715,18.983727312088014,4.486576370764773
max_visits_50_reward_50,2,10,10,0,-0.9,0.0,8.6,0.9165151389911681,17.95251421928406,1.8927705386343003
max_visits_25_reward_75,2,10,10,0,-0.9,0.0,8.2,0.6,17.117981338500975,1.2351503087179247
max_visits_75_reward_25,2,10,10,0,-0.9,0.0,8.4,0.7999999999999999,17.520508933067322,1.6417907148965822
max_reward_optimistic,2,10,2,8,0.7,0.8000000000000002,25.4,5.868560300448483,52.8868968963623,12.182451325847424
max_reward_pessimistic,2,10,10,0,-0.9,0.0,6.0,0.0,12.536387276649474,0.03241147783192453
max_reward_median,2,10,10,0,-0.9,0.0,7.6,1.4966629547095764,15.861773324012756,3.088381296346324
max_reward,0.1,11,1,9,0.9,0.6000000000000001,25.8,6.779380502671317,4.612843322753906,1.1821334199780091
max_visits,0.1,11,10,0,-0.9,0.0,5.7,3.4073450074801643,1.0775826215744018,0.583711836819765
max_visits_50_reward_50,0.1,11,2,8,0.7,0.8000000000000002,23.0,8.590692637965812,4.12279736995697,1.5112732709192478
max_visits_25_reward_75,0.1,11,1,9,0.9,0.6000000000000001,24.6,6.390618123468183,4.420910167694092,1.1471076661597641
max_visits_75_reward_25,0.1,11,0,10,1.1,0.0,27.2,2.0396078054371136,4.8598679304122925,0.3428230412033093
max_reward_optimistic,0.1,11,0,10,1.1,0.0,26.4,3.3226495451672293,4.741414594650268,0.5845747568440961
max_reward_pessimistic,0.1,11,10,0,-0.9100000000000001,0.029999999999999995,19.6,4.5431266766402185,3.5275586605072022,0.8061380147189421
max_reward_median,0.1,11,10,0,-0.9,0.0,4.6,1.9078784028338913,0.8818159103393555,0.34242457587456004
max_reward,0.5,11,0,10,1.1,0.0,27.6,2.1540659228538015,15.980728149414062,1.249033417195825
max_visits,0.5,11,10,0,-0.9,0.0,4.5,2.202271554554524,2.6696755647659303,1.283890464653709
max_visits_50_reward_50,0.5,11,0,10,1.1,0.0,26.8,2.0396078054371136,15.503970980644226,1.2088701744077084
max_visits_25_reward_75,0.5,11,0,10,1.1,0.0,28.6,2.2,16.595036697387695,1.292657496869996
max_visits_75_reward_25,0.5,11,0,10,1.1,0.0,27.6,1.2,15.99915611743927,0.7034692925564935
max_reward_optimistic,0.5,11,0,10,1.1,0.0,26.6,1.8000000000000003,15.411607384681702,1.050108664562934
max_reward_pessimistic,0.5,11,10,0,-0.9,0.0,3.0,0.0,1.8014830350875854,0.023049615794456232
max_reward_median,0.5,11,10,0,-0.9,0.0,3.6,1.8547236990991407,2.1521960973739622,1.0784828635090384
max_reward,1,11,0,10,1.1,0.0,28.2,0.6,30.432445645332336,0.6523703081948791
max_visits,1,11,9,1,-0.7000000000000001,0.6000000000000001,6.2,5.688585061331157,6.7331606388092045,6.1281450700085855
max_visits_50_reward_50,1,11,0,10,1.1,0.0,26.8,1.8330302779823362,28.91043722629547,1.9819800637713403
max_visits_25_reward_75,1,11,0,10,1.1,0.0,26.2,1.8867962264113207,28.25804486274719,2.0232430863065187
max_visits_75_reward_25,1,11,0,10,1.1,0.0,27.2,1.5999999999999999,29.349064803123476,1.718777481366931
max_reward_optimistic,1,11,0,10,1.1,0.0,28.8,0.9797958971132712,31.161368703842165,1.0712146528553022
max_reward_pessimistic,1,11,10,0,-0.9,0.0,3.0,0.0,3.306695818901062,0.019172627220039373
max_reward_median,1,11,10,0,-0.9,0.0,4.5,2.29128784747792,4.912525773048401,2.4535970530209292
max_reward,2,11,0,10,1.1,0.0,28.0,0.0,58.3245712518692,0.05936429403583404
max_visits,2,11,10,0,-0.9,0.0,5.5,2.7658633371878665,11.503199934959412,5.727704111085682
max_visits_50_reward_50,2,11,0,10,1.1,0.0,27.4,1.8,57.048391222953796,3.7525221293859508
max_visits_25_reward_75,2,11,0,10,1.1,0.0,27.6,1.4966629547095767,57.46142439842224,3.103790265267223
max_visits_75_reward_25,2,11,0,10,1.1,0.0,27.8,1.4000000000000001,57.83445754051208,2.9117554552465665
max_reward_optimistic,2,11,0,10,1.1,0.0,29.0,2.04939015319192,60.344847083091736,4.288296070742853
max_reward_pessimistic,2,11,10,0,-0.9,0.0,3.0,0.0,6.314276552200317,0.02634064436324764
max_reward_median,2,11,10,0,-0.9,0.0,3.7,1.1874342087037917,7.753213000297547,2.466670067190683
max_reward,0.1,12,0,10,1.1,0.0,33.0,1.3416407864998738,5.887295961380005,0.2463104356117216
max_visits,0.1,12,10,0,-0.9,0.0,11.8,6.446704584514479,2.1595086574554445,1.1170180044510152
max_visits_50_reward_50,0.1,12,0,10,1.1,0.0,34.4,1.7435595774162695,6.127927660942078,0.3049401933043792
max_visits_25_reward_75,0.1,12,0,10,1.1,0.0,34.0,1.5491933384829668,6.087475657463074,0.30013209311117334
max_visits_75_reward_25,0.1,12,0,10,1.1,0.0,34.4,1.7435595774162693,6.134111905097962,0.3196989887714461
max_reward_optimistic,0.1,12,0,10,1.1,0.0,34.2,1.4000000000000001,6.091587805747986,0.25623757723301016
max_reward_pessimistic,0.1,12,10,0,-0.9,0.0,19.9,3.5057096285916205,3.582730770111084,0.6173405240121619
max_reward_median,0.1,12,10,0,-0.9,0.0,5.6,3.411744421846396,1.0586504220962525,0.5888789432646402
max_reward,0.5,12,0,10,1.1,0.0,33.8,0.6,19.578318738937377,0.36816264971386414
max_visits,0.5,12,9,1,-0.7000000000000001,0.6000000000000001,11.9,7.968061244744546,6.9629159450531,4.602017786701702
max_visits_50_reward_50,0.5,12,0,10,1.1,0.0,33.8,1.4,19.59888925552368,0.8304790659100901
max_visits_25_reward_75,0.5,12,0,10,1.1,0.0,34.0,1.5491933384829668,19.70865957736969,0.9378237119090769
max_visits_75_reward_25,0.5,12,0,10,1.1,0.0,34.4,1.7435595774162695,19.937760400772095,0.9900358893267732
max_reward_optimistic,0.5,12,0,10,1.1,0.0,34.6,1.8,20.049956488609315,1.0586165811524655
max_reward_pessimistic,0.5,12,10,0,-0.9,0.0,6.0,0.0,3.5267001152038575,0.026487387373739832
max_reward_median,0.5,12,10,0,-0.9,0.0,7.1,2.9816103031751147,4.163864374160767,1.7205148316740755
max_reward,1,12,0,10,1.1,0.0,34.0,1.2649110640673518,36.724434280395506,1.3772291006545425
max_visits,1,12,9,1,-0.7000000000000001,0.6000000000000001,11.1,7.608547824650903,12.022915911674499,8.194020370890419
max_visits_50_reward_50,1,12,0,10,1.1,0.0,33.6,1.4966629547095767,36.31499271392822,1.616246995485955
max_visits_25_reward_75,1,12,0,10,1.1,0.0,32.8,0.9797958971132712,35.404956459999084,1.0951813385737985
max_visits_75_reward_25,1,12,0,10,1.1,0.0,33.0,1.3416407864998738,35.64640200138092,1.4711772107324939
max_reward_optimistic,1,12,0,10,1.1,0.0,31.4,1.2806248474865698,33.92328147888183,1.3736800522128574
max_reward_pessimistic,1,12,10,0,-0.9,0.0,6.0,0.0,6.545840787887573,0.03473306696902882
max_reward_median,1,12,10,0,-0.9,0.0,3.9,1.7578395831246945,4.268408417701721,1.8888186969864105
max_reward,2,12,0,10,1.1,0.0,32.6,1.2806248474865698,67.9080512046814,2.7141190038200347
max_visits,2,12,10,0,-0.9,0.0,9.0,5.385164807134504,18.79300639629364,11.186762518677162
max_visits_50_reward_50,2,12,0,10,1.1,0.0,33.2,1.32664991614216,69.12144618034363,2.7315550734719793
max_visits_25_reward_75,2,12,0,10,1.1,0.0,34.0,1.2649110640673518,70.84279103279114,2.635839333478645
max_visits_75_reward_25,2,12,0,10,1.1,0.0,34.2,1.0770329614269007,71.22323577404022,2.2498733136830347
max_reward_optimistic,2,12,10,0,-0.9,0.0,13.0,0.0,27.114749121665955,0.04755794263773759
max_reward_pessimistic,2,12,10,0,-0.9,0.0,6.0,0.0,12.544445729255676,0.03472501868487757
max_reward_median,2,12,10,0,-0.9,0.0,6.9,2.211334438749598,14.409153771400451,4.602110520674099
max_reward,0.1,13,0,10,1.1,0.0,13.0,0.0,2.3679203033447265,0.02787346766182721
max_visits,0.1,13,7,3,-0.3,0.9165151389911681,6.3,4.817675788178362,1.1770861625671387,0.838662865908878
max_visits_50_reward_50,0.1,13,0,10,1.1,0.0,13.0,0.0,2.355492639541626,0.01916912103011141
max_visits_25_reward_75,0.1,13,0,10,1.1,0.0,13.0,0.0,2.3579382419586183,0.02394873942665238
max_visits_75_reward_25,0.1,13,0,10,1.1,0.0,13.0,0.0,2.3413384199142455,0.03310811375852785
max_reward_optimistic,0.1,13,0,10,1.1,0.0,13.0,0.0,2.3583711624145507,0.03729764939700044
max_reward_pessimistic,0.1,13,10,0,-0.9,0.0,3.5,1.2041594578792296,0.6878241777420044,0.21225179336555025
max_reward_median,0.1,13,10,0,-0.9,0.0,2.2,1.2489995996796797,0.4704238176345825,0.2132930019845572
max_reward,0.5,13,0,10,1.1,0.0,13.0,0.0,7.5653684616088865,0.035490483681629714
max_visits,0.5,13,9,1,-0.7000000000000001,0.6000000000000001,4.4,3.4409301068170506,2.601810169219971,1.9728589599090234
max_visits_50_reward_50,0.5,13,0,10,1.1,0.0,13.0,0.0,7.563636350631714,0.02994790953342664
max_visits_25_reward_75,0.5,13,0,10,1.1,0.0,13.0,0.0,7.578434038162231,0.0182828611140535
max_visits_75_reward_25,0.5,13,0,10,1.1,0.0,13.0,0.0,7.561405897140503,0.025950919770045176
max_reward_optimistic,0.5,13,0,10,1.1,0.0,13.0,0.0,7.542721819877625,0.015269132383023671
max_reward_pessimistic,0.5,13,10,0,-0.9,0.0,1.0,0.0,0.6483419418334961,0.010180991343757587
max_reward_median,0.5,13,10,0,-0.9,0.0,2.8,1.6613247725836149,1.6870172023773193,0.9578151425886159
max_reward,1,13,0,10,1.1,0.0,13.0,0.0,14.070695853233337,0.026378282033548518
max_visits,1,13,9,1,-0.7,0.6000000000000001,5.9,4.011234224026316,6.419338726997376,4.309173132245271
max_visits_50_reward_50,1,13,0,10,1.1,0.0,13.0,0.0,14.072974944114685,0.03267710274647772
max_visits_25_reward_75,1,13,0,10,1.1,0.0,13.0,0.0,14.074196887016296,0.026712029357288287
max_visits_75_reward_25,1,13,0,10,1.1,0.0,13.0,0.0,14.073713326454163,0.024082080830224745
max_reward_optimistic,1,13,0,10,1.1,0.0,13.0,0.0,14.072537684440613,0.01736140188442147
max_reward_pessimistic,1,13,10,0,-0.9,0.0,1.0,0.0,1.155646061897278,0.014636083523816134
max_reward_median,1,13,10,0,-0.9,0.0,1.9,0.9433981132056604,2.123308277130127,1.0197366057173851
max_reward,2,13,0,10,1.1,0.0,13.0,0.0,27.084480786323546,0.03706441872645333
max_visits,2,13,8,2,-0.5,0.8000000000000002,5.1,4.0853396431631,10.661793780326843,8.489947522482794
max_visits_50_reward_50,2,13,0,10,1.1,0.0,13.0,0.0,27.08322603702545,0.023560017942664473
max_visits_25_reward_75,2,13,0,10,1.1,0.0,13.0,0.0,27.092331886291504,0.02459449572647699
max_visits_75_reward_25,2,13,0,10,1.1,0.0,13.0,0.0,27.078534150123595,0.03128488697295766
max_reward_optimistic,2,13,0,10,1.1,0.0,13.0,0.0,27.077197647094728,0.029975832400069673
max_reward_pessimistic,2,13,10,0,-0.9,0.0,1.0,0.0,2.1572267770767213,0.020757388189350297
max_reward_median,2,13,10,0,-0.9,0.0,1.7,0.7810249675906655,3.6037681102752686,1.6199270097202856
max_reward,0.1,14,3,7,0.5,0.9165151389911681,19.2,0.4,3.4365503549575807,0.07603558175178085
max_visits,0.1,14,9,1,-0.7000000000000001,0.6000000000000001,5.8,5.325410782277738,1.0862120628356933,0.9435292999168737
max_visits_50_reward_50,0.1,14,3,7,0.5,0.9165151389911679,19.1,0.3,3.398462700843811,0.0660162750831403
max_visits_25_reward_75,0.1,14,2,8,0.7,0.8000000000000002,19.2,0.4,3.435439419746399,0.05422125071548874
max_visits_75_reward_25,0.1,14,2,8,0.7,0.8000000000000002,19.2,0.4,3.4342554330825807,0.08453609583983578
max_reward_optimistic,0.1,14,4,6,0.30000000000000004,0.9797958971132714,19.3,0.45825756949558394,3.460058856010437,0.08925932082971258
max_reward_pessimistic,0.1,14,10,0,-0.9,0.0,4.8,4.749736834815167,0.911049222946167,0.8356846564452018
max_reward_median,0.1,14,10,0,-0.9,0.0,1.7,0.7810249675906655,0.37166876792907716,0.134449390672513
max_reward,0.5,14,0,10,1.1,0.0,19.0,0.0,11.03037507534027,0.02806757520307134
max_visits,0.5,14,9,1,-0.7000000000000001,0.6000000000000001,5.8,4.975942121849891,3.4106321811676024,2.8667823444201126
max_visits_50_reward_50,0.5,14,0,10,1.1,0.0,19.0,0.0,11.003014469146729,0.022715164000334884
max_visits_25_reward_75,0.5,14,0,10,1.1,0.0,19.0,0.0,11.026187014579772,0.018167141596482157
max_visits_75_reward_25,0.5,14,0,10,1.1,0.0,19.0,0.0,11.01142680644989,0.021745261515108923
max_reward_optimistic,0.5,14,1,9,0.9,0.6000000000000001,19.1,0.3,11.084166002273559,0.16383059728747695
max_reward_pessimistic,0.5,14,10,0,-0.9,0.0,1.0,0.0,0.6489415645599366,0.015832179602759736
max_reward_median,0.5,14,10,0,-0.9,0.0,2.4,1.42828568570857,1.4502763271331787,0.8286020189177868
max_reward,1,14,1,9,0.9,0.6000000000000001,19.0,0.0,20.51770508289337,0.03128008700088436
max_visits,1,14,10,0,-0.9,0.0,3.9,1.9209372712298547,4.2641260623931885,2.048139924553842
max_visits_50_reward_50,1,14,1,9,0.9,0.6000000000000001,19.1,0.3,20.641655993461608,0.316787229039185
max_visits_25_reward_75,1,14,0,10,1.1,0.0,19.0,0.0,20.529544353485107,0.034968707660186546
max_visits_75_reward_25,1,14,0,10,1.1,0.0,19.0,0.0,20.54099416732788,0.0371130061129434
max_reward_optimistic,1,14,1,9,0.9,0.6000000000000001,19.1,0.3,20.639909195899964,0.3108810220020816
max_reward_pessimistic,1,14,10,0,-0.9,0.0,1.0,0.0,1.1608714818954469,0.01951088261720507
max_reward_median,1,14,10,0,-0.9,0.0,2.0,1.61245154965971,2.2290591955184937,1.7464609614554618
max_reward,2,14,0,10,1.1,0.0,19.0,0.0,39.56775233745575,0.04237969642711557
max_visits,2,14,10,0,-0.9,0.0,3.5,2.539685019840059,7.34684841632843,5.287629132709175
max_visits_50_reward_50,2,14,0,10,1.1,0.0,19.0,0.0,39.56279346942902,0.0237599039904365
max_visits_25_reward_75,2,14,0,10,1.1,0.0,19.0,0.0,39.53274667263031,0.03585595673932418
max_visits_75_reward_25,2,14,0,10,1.1,0.0,19.0,0.0,39.61038584709168,0.029150241496591282
max_reward_optimistic,2,14,0,10,1.1,0.0,19.0,0.0,39.57460718154907,0.03531384775907494
max_reward_pessimistic,2,14,10,0,-0.9,0.0,1.0,0.0,2.1495384216308593,0.012918043535704962
max_reward_median,2,14,10,0,-0.9,0.0,2.0,1.0954451150103321,4.224078297615051,2.279813437582728
max_reward,0.1,15,4,6,0.30000000000000004,0.9797958971132714,22.2,2.2271057451320084,3.9893799781799317,0.41042567734763036
max_visits,0.1,15,10,0,-0.9,0.0,6.2,2.4,1.171955442428589,0.422465828336388
max_visits_50_reward_50,0.1,15,7,3,-0.3,0.9165151389911681,20.9,2.071231517720798,3.7660998344421386,0.37822740473753613
max_visits_25_reward_75,0.1,15,7,3,-0.3,0.9165151389911681,20.8,2.1354156504062622,3.7845252990722655,0.38777422570379266
max_visits_75_reward_25,0.1,15,2,8,0.7,0.8000000000000002,23.2,1.5999999999999999,4.206023120880127,0.29849576323372234
max_reward_optimistic,0.1,15,3,7,0.5000000000000001,0.9165151389911681,22.8,2.3579652245103193,4.151373744010925,0.40773348626825673
max_reward_pessimistic,0.1,15,10,0,-0.9,0.0,5.6,4.862098312457287,1.0819762706756593,0.8544698030561289
max_reward_median,0.1,15,10,0,-0.9,0.0,2.0,1.2649110640673518,0.42984604835510254,0.22474836474430407
max_reward,0.5,15,3,7,0.5000000000000001,0.9165151389911681,22.6,2.1540659228538015,13.160333895683289,1.2582917106430878
max_visits,0.5,15,10,0,-0.9,0.0,5.7,3.6891733491393435,3.3727247953414916,2.131871491163579
max_visits_50_reward_50,0.5,15,5,5,0.10000000000000005,1.0,21.8,2.227105745132009,12.684327745437622,1.2757499496809233
max_visits_25_reward_75,0.5,15,2,8,0.7,0.8000000000000002,23.1,1.8138357147217055,13.4993004322052,1.0653217901409502
max_visits_75_reward_25,0.5,15,4,6,0.3000000000000001,0.9797958971132713,22.1,2.3430749027719964,12.933205723762512,1.3675050477314319
